"fonte","tabela_origem","id_origem","questionario_id_origem","questionario_nome","ordem","texto","tipo","obrigatoria","opcoes","status","created_at","updated_at","observacoes"
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","15","1","Principal                               ","15","Já foi hospitalizado(a) alguma vez?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Paciente já foi hospitalizado(a)."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","16","1","Principal                               ","16","Foi submetido(a) à cirurgia?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Já sofreu intervenção cirúrgica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","17","1","Principal                               ","17","Já recebeu transfusão de sangue?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Paciente já tomou tranfusão de sangue."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","18","1","Principal                               ","18","Sente fadiga ou fraqueza?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Paciente com fadiga."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","19","1","Principal                               ","19","Tem dor nas articulações?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Dores articulares no corpo."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","20","1","Principal                               ","20","Sente ""palpitações "" no coração?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Palpitações no coração."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","21","1","Principal                               ","21","Sua pressão sanguínea é alta?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Pressão arterial ALTA."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","22","1","Principal                               ","22","Sangra, por muito tempo, quando se corta?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Tempo de sangramento alterado."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","23","1","Principal                               ","23","Tem anemia?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Paciente anêmico."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","24","1","Principal                               ","24","Tem tosse persistente?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Tosse persistente."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","25","1","Principal                               ","25","Tem asma?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Asma."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","26","1","Principal                               ","26","Tem alguma alergia?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Paciente apresenta alergia(as)."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","27","1","Principal                               ","27","Já teve alguma reação com anestésicos?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Alergia a anestésicos."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","28","1","Principal                               ","28","Urina com muita frequência?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Urina com frequência."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","29","1","Principal                               ","29","Tem algum diabético em sua família?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Familiar(es) diabético(s)."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","30","1","Principal                               ","30","Costuma desmaiar com frequência?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Sofre desmaios frequentes."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","31","1","Principal                               ","31","Sente dor de cabeça com frequência?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Dor de cabeça."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","32","1","Principal                               ","32","Considera-se nervoso(a)?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Nervoso(a)."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","33","1","Principal                               ","33","Está estressado(a)?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=STRESS."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","34","1","Principal                               ","34","A senhora está grávida?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Grávida."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","35","1","Principal                               ","35","A senhora está na menopausa?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta=Paciente na menopausa."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","1","2","Implante                                ","1","Realizado Rx Panorâmico ?","1","","","","","","tipo_resposta_origem=1; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","2","2","Implante                                ","2","Realizado Rx Periapical ?","1","","","","","","tipo_resposta_origem=1; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","3","2","Implante                                ","3","Realizado modelo de estudo ?","1","","","","","","tipo_resposta_origem=1; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","4","2","Implante                                ","4","Realizado guia cirúrgico ?","1","","","","","","tipo_resposta_origem=1; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","5","2","Implante                                ","5","Realizado Tomografia ?","1","","","","","","tipo_resposta_origem=1; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","6","2","Implante                                ","6","Realizado Calcemia ?","1","","","","","","tipo_resposta_origem=2; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","7","2","Implante                                ","7","Realizado Fosfatase ?","1","","","","","","tipo_resposta_origem=2; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","8","2","Implante                                ","8","Realizado Glicemia ?","1","","","","","","tipo_resposta_origem=2; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","9","2","Implante                                ","9","Tempo de sangramento:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","10","2","Implante                                ","10","Tempo de coagulação:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","11","2","Implante                                ","11","Pressão arterial:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","12","2","Implante                                ","12","Observações:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","1","3","Ficha complementar                      ","1","Cor:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","2","3","Ficha complementar                      ","2","Saúde:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","3","3","Ficha complementar                      ","3","Saúde bucal:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","4","3","Ficha complementar                      ","4","Higiene oral:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","5","3","Ficha complementar                      ","5","Alergias gerais:","2","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","6","3","Ficha complementar                      ","6","Alergias a medicamentos:","2","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","7","3","Ficha complementar                      ","7","Tipo sanguíneo:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","8","3","Ficha complementar                      ","8","Pressão arterial:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","9","3","Ficha complementar                      ","9","Tempo de coagulação:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","10","3","Ficha complementar                      ","10","Tempo de sangramento:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","11","3","Ficha complementar                      ","11","Doenças que já teve:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","12","3","Ficha complementar                      ","12","Problemas crônicos de saúde:","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","1","4","Anamnese de Saúde","1","Esta atualmente sob tratamento médico? Qual motivo?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Esta sob tratamento médico."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","2","4","Anamnese de Saúde","2","Esta tomando alguma medicação no momento? Qual?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Esta sob medicação."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","3","4","Anamnese de Saúde","3","Fez algum tratamento médico nos ultimos 5 a 10 anos?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Esteve sob tratamento nos últimos 5 a 10 anos"
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","4","4","Anamnese de Saúde","4","Foi hospitalizado neste período?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Esteve hospitalizado"
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","5","4","Anamnese de Saúde","5","Tomou soro ou plasma? Por que?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Tomou soro ou plasma"
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","6","4","Anamnese de Saúde","6","Já foi operada alguma vez?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Já foi operado."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","7","4","Anamnese de Saúde","7","Tomou anestesia geral?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Já tomou anestesia geral."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","8","4","Anamnese de Saúde","8","Já tomou penicilina ou antibiótico? Qual?","1","","","","","","tipo_resposta_origem=2; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","9","4","Anamnese de Saúde","9","Ocorreu alguma reação? Qual?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Apresentou alguma reação para antibióticos. Checar historia médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","10","4","Anamnese de Saúde","10","Tem ou teve imcompatibilidade a medicamentos? Quais?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Imcompatibilidade a medicamentos. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","11","4","Anamnese de Saúde","11","Costuma ter urticária (coceira)?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=TEVE OU TEM URTICÁRIA"
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","12","4","Anamnese de Saúde","12","Tem algum disturbio cardíaco (coração)?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Apresenta disturbio cardíaco. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","13","4","Anamnese de Saúde","13","Tem dificuldade de dormir na posição normal ou ronca durante o sono?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Dificuldades para dormir na posição normal."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","14","4","Anamnese de Saúde","14","Sente falta de ar ou cansaço a exercícios ou esforços leves?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Pode apresentar disturbio cardíaco. Checar história médica. Encaminhar para cardiologista."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","15","4","Anamnese de Saúde","15","Sente o coração bater muito rapido?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Pode apresentar disturbio cardíaco. Checar história médica. Encaminhar para cardiologista."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","16","4","Anamnese de Saúde","16","Seus pés, pernas e mãos incham-se com frequência?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Pode apresentar disturbio renal ou linfático. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","17","4","Anamnese de Saúde","17","Sente dificuldade de respirar?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Pode apresentar problemas pulmonares ou ortodonticos. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","18","4","Anamnese de Saúde","18","Sente dores no peito ou nas costas ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Pode apresentar disturbio pulmonares ou traumas. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","19","4","Anamnese de Saúde","19","Sabe qual é a sua pressão arterial ? Qual ?","3","","","","","","tipo_resposta_origem=2; mensagem_alerta=NÃO SABE A PRESSÃO ARTERIAL"
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","20","4","Anamnese de Saúde","20","Sofre de febre reumática ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Sofre de febre reumática. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","21","4","Anamnese de Saúde","21","Sabe de algum caso de diabete, tuberculose ou câncer na família ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","22","4","Anamnese de Saúde","22","É diabético ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Paciente diabético."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","23","4","Anamnese de Saúde","23","Come demais ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Paciente pode estar diabético."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","24","4","Anamnese de Saúde","24","Sente muita sede ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Paciente pode estar diabético."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","25","4","Anamnese de Saúde","25","Costuma ter olhos inchados ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Checar historia médica sobre olhos inchados."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","26","4","Anamnese de Saúde","26","Tem tosse persistente ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Suspeita de disturbio pulmonares por tosse perssistente. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","27","4","Anamnese de Saúde","27","Sente dificuldade em engolir ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Dificuldade em engolir. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","28","4","Anamnese de Saúde","28","Alguma vez escarrou sangue ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Pode apresentar doença periodontal por escarrar sangue. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","29","4","Anamnese de Saúde","29","Costuma ter febre sem causa aparente ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Febre sem causa aparente. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","30","4","Anamnese de Saúde","30","Sofre ou sofreu de moléstia grave dos rins ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Sofre de disturbio dos rins. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","31","4","Anamnese de Saúde","31","Sofre ou sofreu de moléstia grave no fígado ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Sofre de disturbio do figado. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","32","4","Anamnese de Saúde","32","Tem alguma desordem sangüínea, tal como anemia ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Apresenta desordem saguinea. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","33","4","Anamnese de Saúde","33","Quando se fere, as feridas cicatrizam rapidamente ?","3","","","","","","tipo_resposta_origem=2; mensagem_alerta=Pode apresentar disturbio de coagulação. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","34","4","Anamnese de Saúde","34","Ja fez algum exame de sangue para verificação de sífilis ? Qual foi o resultado ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Checar se positivo ou negativo para sífilis."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","35","4","Anamnese de Saúde","35","E de hepatite ? Qual resultado ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Checar se positivo ou negativo para hepatite."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","36","4","Anamnese de Saúde","36","E de AIDS ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Checar se positivo ou negativo para AIDS."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","37","4","Anamnese de Saúde","37","Ja sofreu algum tratamento de radioterapia e/ou quimioterapia ? Há quanto tempo ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Sofreu tratamento radioterápico e/ou quimio. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","38","4","Anamnese de Saúde","38","Tem algum outro problema que julgue importante?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Relatou que tem outro problema que julga importante. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","39","4","Anamnese de Saúde","39","Esta satisfeito com a aparencia do seus dentes?","3","","","","","","tipo_resposta_origem=2; mensagem_alerta=Não esta satisfeito com seus dentes. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","40","4","Anamnese de Saúde","40","Tem dificuldade de mastigar alimentos?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Dificuldade de mastigar alimentos. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","41","4","Anamnese de Saúde","41","Tem algum dente sensível?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Dente sensível. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","42","4","Anamnese de Saúde","42","Sua gengiva sangra com facilidade ?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Gengiva sangra. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","43","4","Anamnese de Saúde","43","É dificil abrir a boca na extensão que gostaria?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Pode apresentar disturbio de ATM. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","44","4","Anamnese de Saúde","44","Sua mandibula estala quando mastiga ou abre a boca?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Pode apresentar disturbio de ATM. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","45","4","Anamnese de Saúde","45","Tem afta com frequencia?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Apresenta afta com frequencia. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","46","4","Anamnese de Saúde","46","Já extraiu algum dente ?","1","","","","","","tipo_resposta_origem=2; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","47","4","Anamnese de Saúde","47","Ocorreu algum acidente? Sangrou muito?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Relatou que sangrou muito ao extrair um dente. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","48","4","Anamnese de Saúde","48","Tomou anestesia local para tratamento odontológico?","1","","","","","","tipo_resposta_origem=2; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","49","4","Anamnese de Saúde","49","Ocorreu alguma reação não usual?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Apresentou reação ao anestésico. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","50","4","Anamnese de Saúde","50","Sente a boca seca?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Sente a boca seca. Checar história médica."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","51","4","Anamnese de Saúde","51","Tem hábito de fumar?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=FUMANTE."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","52","4","Anamnese de Saúde","52","Tem hábito de beber?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=HÁBITO DE BEBER."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","53","4","Anamnese de Saúde","53","Tem hábito de ranger os dentes e/ou outros? Quais?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=BRUXISMO OU APERTAMENTO. CHECAR HISTÓRIA MÉDICA."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","54","4","Anamnese de Saúde","54","Esta grávida no momento?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta=Esta gravida."
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","55","4","Anamnese de Saúde","55","Como é seu ciclo menstrual? Regular ou irregular?","1","","","","","","tipo_resposta_origem=2; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","1","5","Anamnese pessoal","1","Qual sua profissão?","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","2","5","Anamnese pessoal","2","Você gosta de esportes? Qual esporte?","1","","","","","","tipo_resposta_origem=2; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","3","5","Anamnese pessoal","3","Qual time voçê torce?","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","4","5","Anamnese pessoal","4","Tem algum animal de estimação? Qual?","1","","","","","","tipo_resposta_origem=2; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","5","5","Anamnese pessoal","5","Tem filhos? Quantos? Como eles se chamam?","1","","","","","","tipo_resposta_origem=2; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","6","5","Anamnese pessoal","6","Qual a ultima vez que voçê foi ao dentista?","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","7","5","Anamnese pessoal","7","Como nos conheceu?","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","8","5","Anamnese pessoal","8","Tem medo de dentista?","2","","","","","","tipo_resposta_origem=1; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","9","5","Anamnese pessoal","9","Qual tratamento voçê deseja fazer?","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","10","5","Anamnese pessoal","10","Está satisfeita com a estética do teu sorriso?","1","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","11","5","Anamnese pessoal","11","Voçê tem FACEBOOK? Qual?","2","","","","","","tipo_resposta_origem=3; mensagem_alerta="
"EDS70 (eds70.bak / eds70dat.mdf)","ANAMNESE_PERG","12","5","Anamnese pessoal","12","Voçê tem INSTAGRAM? Qual?","2","","","","","","tipo_resposta_origem=2; mensagem_alerta="
